delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,expected_time_hours,delayed,delivery_status,delivery_rating,delivery_cost,delivery_time_hours_num,expected_time_hours_num,zero_hour_flag,is_delayed_flag,delayed_original_binary,computed_delayed
6886.0,delhivery,documents,ev van,standard,east,stormy,161.5,33.6,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000024,no,delivered,4,908.3,11.0,24,0,0,0,0
6887.0,amazon logistics,cosmetics,scooter,two day,central,rainy,163.1,9.4,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000016,no,delivered,4,843.7,8.0,16,0,0,0,0
6888.0,dhl,cosmetics,ev van,two day,south,rainy,294.8,16.49,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000016,no,delivered,3,1523.47,11.0,16,0,0,0,0
6889.0,delhivery,cosmetics,bike,same day,south,hot,140.6,29.1,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000008,no,delivered,4,890.3,4.0,8,0,0,0,0
6890.0,amazon logistics,documents,bike,express,west,rainy,91.9,22.95,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000003,yes,delayed,3,578.35,4.0,3,0,1,1,1
6891.0,blue dart,documents,bike,standard,south,foggy,193.6,31.16,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000024,no,delivered,4,1061.48,10.0,24,0,0,0,0
6892.0,dhl,clothing,ev bike,same day,west,hot,151.1,39.44,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000008,no,delivered,3,973.82,5.0,8,0,0,0,0
6893.0,delhivery,cosmetics,van,express,north,foggy,143.0,34.94,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000004,yes,delayed,3,869.82,6.0,4,0,1,1,1
6894.0,xpressbees,electronics,bike,standard,north,hot,267.9,11.51,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000024,no,delivered,4,1374.03,9.0,24,0,0,0,0
6895.0,xpressbees,fragile items,ev bike,express,east,foggy,221.5,15.45,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000006,no,delivered,5,1203.85,5.0,6,0,0,0,0
6896.0,xpressbees,documents,scooter,two day,east,cold,125.8,27.84,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000016,no,delivered,3,712.52,3.0,16,0,0,0,0
6897.0,ekart,furniture,ev bike,standard,central,cold,55.4,46.6,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000024,no,delivered,3,416.8,2.0,24,0,0,0,0
6898.0,ekart,documents,truck,express,west,clear,22.8,1.92,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000002,yes,delayed,2,169.76,3.0,2,0,1,1,1
6899.0,ecom express,groceries,bike,express,south,cold,75.1,22.56,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000003,yes,delayed,3,493.18,3.0,3,0,1,1,0
6900.0,amazon logistics,cosmetics,truck,two day,north,clear,292.8,5.76,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000016,no,delivered,4,1481.28,7.0,16,0,0,0,0
6901.0,delhivery,clothing,ev van,express,east,cold,35.6,8.82,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000002,no,delivered,5,254.46,1.0,2,0,0,0,0
6902.0,xpressbees,pharmacy,van,express,west,stormy,297.1,34.61,1970-01-01 00:00:00.000000018,1970-01-01 00:00:00.000000007,yes,delayed,2,1632.7206,18.0,7,0,1,1,1
6903.0,amazon logistics,electronics,ev van,express,south,clear,190.7,27.49,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000005,yes,delayed,2,1085.97,6.0,5,0,1,1,1
6904.0,shadowfax,clothing,scooter,two day,west,foggy,147.9,30.12,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000016,no,delivered,5,829.86,7.0,16,0,0,0,0
6905.0,shadowfax,cosmetics,scooter,express,north,cold,254.7,7.1,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000007,no,delivered,5,1344.8,6.0,7,0,0,0,0
6906.0,delhivery,pharmacy,scooter,express,west,stormy,91.4,1.92,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000003,yes,delayed,3,512.76,9.0,3,0,1,1,1
6907.0,delhivery,pharmacy,scooter,express,central,stormy,17.4,17.81,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000002,yes,failed,1,190.43,4.0,2,0,0,1,1
6908.0,delhivery,documents,scooter,two day,south,rainy,53.9,36.23,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000016,no,delivered,3,378.19,9.0,16,0,0,0,0
6909.0,blue dart,clothing,truck,same day,west,foggy,240.2,3.01,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,delivered,4,1310.03,7.0,8,0,0,0,0
6910.0,ecom express,groceries,bike,same day,west,hot,174.5,11.87,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000008,no,delivered,5,1008.11,6.0,8,0,0,0,0
6911.0,shadowfax,clothing,truck,standard,south,cold,141.2,8.57,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000024,no,delivered,5,731.71,6.0,24,0,0,0,0
6912.0,amazon logistics,fragile items,scooter,standard,north,foggy,227.7,28.99,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000024,no,delivered,5,1225.47,11.0,24,0,0,0,0
6913.0,ekart,documents,bike,standard,south,stormy,144.6,43.92,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000024,no,delivered,3,854.76,9.0,24,0,0,0,0
6914.0,ecom express,cosmetics,ev bike,express,central,hot,142.1,25.49,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000004,yes,delayed,3,836.97,6.0,4,0,1,1,1
6915.0,blue dart,clothing,truck,two day,south,cold,275.0,35.81,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000016,no,delivered,4,1482.43,12.0,16,0,0,0,0
6916.0,ecom express,pharmacy,scooter,two day,south,rainy,171.9,18.95,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000016,no,delivered,4,916.35,9.0,16,0,0,0,0
6917.0,delhivery,clothing,truck,two day,south,clear,195.1,49.35,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000016,no,delivered,4,1123.55,5.0,16,0,0,0,0
6918.0,delhivery,documents,ev van,same day,south,clear,191.1,19.05,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000008,no,delivered,4,1112.65,3.0,8,0,0,0,0
6919.0,delhivery,groceries,scooter,same day,east,stormy,83.3,1.32,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000008,yes,delayed,2,520.46,8.0,8,0,1,1,0
6920.0,amazon logistics,clothing,scooter,express,west,foggy,297.1,42.85,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000007,yes,delayed,2,1632.7206,11.0,7,0,1,1,1
6921.0,ekart,clothing,ev bike,same day,south,clear,13.2,45.92,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000008,no,delivered,5,303.76,1.0,8,0,0,0,0
6922.0,fedex,cosmetics,van,standard,south,foggy,96.1,25.89,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000024,no,delivered,4,558.17,4.0,24,0,0,0,0
6923.0,fedex,groceries,ev bike,standard,east,stormy,103.9,1.93,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000024,no,delivered,4,525.29,9.0,24,0,0,0,0
6924.0,amazon logistics,pharmacy,scooter,two day,south,foggy,293.8,15.25,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000016,no,delivered,5,1514.75,12.0,16,0,0,0,0
6925.0,dhl,pharmacy,ev van,express,east,hot,180.3,25.22,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000005,yes,delayed,3,1027.16,5.0,5,0,1,1,0
6926.0,delhivery,pharmacy,bike,same day,north,rainy,113.0,9.91,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000008,no,delivered,5,694.73,6.0,8,0,0,0,0
6927.0,dhl,pharmacy,scooter,two day,south,cold,96.6,26.52,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000016,no,delivered,4,562.56,4.0,16,0,0,0,0
6928.0,ekart,automobile parts,truck,same day,central,foggy,27.4,26.14,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000008,no,delivered,5,315.42,5.0,8,0,0,0,0
6929.0,xpressbees,pharmacy,truck,two day,east,foggy,10.8,2.07,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000016,no,delivered,3,95.6674,3.0,16,0,0,0,0
6930.0,xpressbees,groceries,van,express,east,stormy,48.0,5.83,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000002,yes,failed,1,307.49,8.0,2,0,0,1,1
6931.0,delhivery,documents,ev van,express,west,cold,138.6,20.52,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000004,yes,delayed,2,804.56,5.0,4,0,1,1,1
6932.0,amazon logistics,fragile items,van,express,south,rainy,87.3,40.33,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000003,yes,delayed,2,607.49,6.0,3,0,1,1,1
6933.0,delhivery,groceries,ev bike,two day,east,foggy,295.4,27.17,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000016,no,delivered,5,1558.51,11.0,16,0,0,0,0
6934.0,shadowfax,pharmacy,van,express,south,rainy,84.1,33.5,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000003,yes,failed,2,571.0,8.0,3,0,0,1,1
6935.0,dhl,fragile items,van,two day,west,stormy,250.5,8.33,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000016,no,delivered,5,1277.49,9.0,16,0,0,0,0
6936.0,ekart,documents,ev bike,standard,east,stormy,256.0,16.1,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000024,no,delivered,5,1328.3,12.0,24,0,0,0,0
6937.0,fedex,documents,van,express,north,cold,65.5,46.48,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000003,no,delivered,4,516.94,2.0,3,0,0,0,0
6938.0,ekart,electronics,van,two day,east,clear,68.8,37.06,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000016,no,delivered,4,455.18,4.0,16,0,0,0,0
6939.0,amazon logistics,electronics,ev bike,same day,south,hot,214.0,44.76,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,delivered,5,1304.28,7.0,8,0,0,0,0
6940.0,ecom express,pharmacy,bike,express,north,clear,288.7,30.99,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000007,no,delivered,5,1586.47,6.0,7,0,0,0,0
6941.0,amazon logistics,furniture,van,standard,east,stormy,159.7,11.21,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000024,no,delivered,4,832.13,10.0,24,0,0,0,0
6942.0,dhl,documents,scooter,express,north,foggy,113.5,39.0,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000004,yes,delayed,3,734.5,5.0,4,0,1,1,1
6943.0,fedex,clothing,van,two day,north,clear,10.2,26.26,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000016,no,delivered,5,129.78,1.0,16,0,0,0,0
6944.0,fedex,cosmetics,truck,express,west,clear,237.1,18.56,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000006,yes,delayed,2,1291.18,7.0,6,0,1,1,1
6945.0,amazon logistics,electronics,van,express,east,hot,77.4,39.05,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000003,no,delivered,5,554.15,1.0,3,0,0,0,0
6946.0,fedex,cosmetics,ev van,express,south,hot,60.5,28.99,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000003,yes,delayed,3,439.47,3.0,3,0,1,1,0
6947.0,fedex,automobile parts,ev van,two day,central,stormy,64.7,20.08,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000016,no,delivered,5,383.74,6.0,16,0,0,0,0
6948.0,dhl,furniture,bike,same day,central,stormy,201.9,17.68,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000008,yes,failed,1,1162.54,11.0,8,0,0,1,1
6949.0,dhl,furniture,truck,same day,north,clear,124.2,10.27,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000008,no,delivered,5,751.81,4.0,8,0,0,0,0
6950.0,fedex,furniture,scooter,same day,south,clear,242.8,13.51,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,delivered,5,1354.53,7.0,8,0,0,0,0
6951.0,xpressbees,electronics,ev bike,express,north,hot,28.3,18.82,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000002,no,delivered,3,247.96,1.0,2,0,0,0,0
6952.0,dhl,pharmacy,van,two day,north,rainy,206.3,42.52,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000016,no,delivered,5,1159.06,9.0,16,0,0,0,0
6953.0,amazon logistics,groceries,ev van,same day,south,hot,260.6,38.44,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000008,no,delivered,5,1518.32,6.0,8,0,0,0,0
6954.0,amazon logistics,furniture,ev van,standard,north,clear,255.8,15.0,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000024,no,delivered,5,1324.0,5.0,24,0,0,0,0
6955.0,dhl,electronics,bike,express,central,stormy,51.4,49.52,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000003,yes,delayed,3,455.98,5.0,3,0,1,1,1
6956.0,ecom express,fragile items,bike,two day,west,cold,179.8,40.97,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000016,no,delivered,5,1021.91,4.0,16,0,0,0,0
6957.0,blue dart,groceries,bike,express,north,foggy,286.5,40.07,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000007,yes,delayed,2,1602.71,8.0,7,0,1,1,1
6958.0,ecom express,electronics,ev bike,two day,south,rainy,239.8,15.31,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000016,no,delivered,5,1244.93,9.0,16,0,0,0,0
6959.0,ekart,fragile items,scooter,two day,west,hot,258.6,17.9,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000016,no,delivered,4,1346.7,11.0,16,0,0,0,0
6960.0,shadowfax,automobile parts,ev bike,two day,south,foggy,278.6,41.01,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000016,no,delivered,5,1516.03,10.0,16,0,0,0,0
6961.0,ekart,furniture,scooter,two day,east,rainy,34.6,7.52,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000016,no,delivered,4,195.56,7.0,16,0,0,0,0
6962.0,dhl,electronics,scooter,standard,north,hot,56.0,32.94,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000024,no,delivered,4,378.82,4.0,24,0,0,0,0
6963.0,dhl,automobile parts,truck,standard,central,hot,238.8,23.2,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000024,no,delivered,5,1263.6,6.0,24,0,0,0,0
6964.0,xpressbees,clothing,ev bike,express,north,rainy,238.2,44.44,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000006,yes,delayed,2,1374.32,12.0,6,0,1,1,1
6965.0,delhivery,documents,truck,express,north,foggy,31.4,37.19,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000002,no,delivered,5,318.57,2.0,2,0,0,0,0
6966.0,amazon logistics,cosmetics,truck,two day,south,rainy,257.6,31.33,1970-01-01 00:00:00.000000013,1970-01-01 00:00:00.000000016,no,delivered,3,1381.99,13.0,16,0,0,0,0
6967.0,ecom express,documents,ev bike,two day,south,foggy,93.4,44.42,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000016,no,delivered,4,600.26,5.0,16,0,0,0,0
6968.0,shadowfax,electronics,scooter,two day,south,hot,277.3,43.77,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000016,no,delivered,4,1517.81,9.0,16,0,0,0,0
6969.0,fedex,cosmetics,truck,two day,west,stormy,19.5,47.24,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000016,no,delivered,4,239.22,5.0,16,0,0,0,0
6970.0,xpressbees,documents,scooter,standard,west,stormy,182.4,6.98,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000024,no,delivered,4,932.94,12.0,24,0,0,0,0
6971.0,blue dart,fragile items,bike,same day,north,rainy,295.3,25.19,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000008,yes,delayed,2,1632.7206,9.0,8,0,1,1,1
6972.0,xpressbees,clothing,scooter,two day,north,rainy,177.0,35.57,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000016,no,delivered,3,991.71,8.0,16,0,0,0,0
6973.0,blue dart,automobile parts,scooter,two day,south,stormy,35.3,23.81,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000016,no,delivered,3,247.93,7.0,16,0,0,0,0
6974.0,xpressbees,cosmetics,scooter,two day,south,clear,27.8,37.35,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000016,no,delivered,3,251.05,2.0,16,0,0,0,0
6975.0,ekart,documents,bike,two day,west,cold,172.2,21.76,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000016,no,delivered,4,926.28,7.0,16,0,0,0,0
6976.0,xpressbees,pharmacy,ev bike,two day,central,hot,218.4,6.51,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000016,no,delivered,3,1111.53,7.0,16,0,0,0,0
6977.0,amazon logistics,automobile parts,van,standard,south,hot,240.3,26.44,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000024,no,delivered,5,1280.82,10.0,24,0,0,0,0
6978.0,blue dart,electronics,truck,express,west,rainy,175.1,3.24,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000005,yes,delayed,2,935.22,10.0,5,0,1,1,1
6979.0,shadowfax,fragile items,ev bike,two day,south,foggy,92.1,41.76,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000016,no,delivered,5,585.78,4.0,16,0,0,0,0
6980.0,fedex,furniture,ev bike,same day,central,foggy,31.3,2.69,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000008,no,delivered,5,264.57,4.0,8,0,0,0,0
6981.0,ekart,automobile parts,bike,express,west,hot,197.7,46.46,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000005,no,delivered,4,1177.88,4.0,5,0,0,0,0
6982.0,shadowfax,clothing,truck,same day,north,rainy,167.1,10.84,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000008,yes,failed,1,968.02,9.0,8,0,0,1,1
6983.0,ecom express,cosmetics,van,standard,north,hot,78.2,32.65,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000024,no,delivered,4,488.95,2.0,24,0,0,0,0
6984.0,delhivery,automobile parts,van,express,east,foggy,285.2,42.06,1970-01-01 00:00:00.000000014,1970-01-01 00:00:00.000000007,yes,delayed,2,1602.18,14.0,7,0,1,1,1
6985.0,ecom express,groceries,ev bike,two day,east,cold,170.4,45.1,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000016,no,delivered,4,987.3,4.0,16,0,0,0,0
6986.0,amazon logistics,electronics,bike,two day,south,clear,234.9,23.59,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000016,no,delivered,5,1245.27,5.0,16,0,0,0,0
6987.0,fedex,groceries,scooter,same day,north,hot,182.4,4.23,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000008,no,delivered,4,1024.69,6.0,8,0,0,0,0
6988.0,shadowfax,pharmacy,ev bike,express,central,clear,47.3,30.01,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000002,no,delivered,5,376.53,2.0,2,0,0,0,0
6989.0,dhl,pharmacy,van,express,west,rainy,279.3,26.95,1970-01-01 00:00:00.000000015,1970-01-01 00:00:00.000000007,yes,delayed,2,1527.35,15.0,7,0,1,1,1
6990.0,blue dart,furniture,bike,standard,central,stormy,173.2,8.14,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000024,no,delivered,4,890.42,9.0,24,0,0,0,0
6991.0,shadowfax,automobile parts,scooter,two day,south,hot,194.9,12.94,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000016,no,delivered,3,1013.32,9.0,16,0,0,0,0
6992.0,amazon logistics,pharmacy,scooter,two day,east,stormy,155.5,42.76,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000016,no,delivered,4,905.78,6.0,16,0,0,0,0
6993.0,ekart,pharmacy,scooter,same day,west,foggy,231.5,26.94,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,delivered,3,1338.32,7.0,8,0,0,0,0
6994.0,xpressbees,automobile parts,ev bike,express,south,rainy,283.2,19.98,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000007,yes,failed,1,1525.94,9.0,7,0,0,1,1
6995.0,xpressbees,automobile parts,scooter,standard,west,foggy,99.7,39.0,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000024,no,delivered,5,615.5,5.0,24,0,0,0,0
6996.0,xpressbees,groceries,ev bike,standard,east,rainy,255.4,31.74,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000024,no,delivered,4,1372.22,9.0,24,0,0,0,0
6997.0,dhl,documents,scooter,express,central,clear,36.2,13.42,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000002,yes,failed,1,271.26,3.0,2,0,0,1,1
6998.0,dhl,cosmetics,bike,two day,central,hot,128.4,31.19,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000016,no,delivered,4,735.57,5.0,16,0,0,0,0
6999.0,dhl,furniture,bike,express,central,cold,269.1,18.36,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000007,no,delivered,4,1450.58,6.0,7,0,0,0,0
7000.0,amazon logistics,furniture,truck,two day,east,foggy,175.4,39.29,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000016,no,delivered,4,994.87,5.0,16,0,0,0,0
7001.0,ecom express,cosmetics,ev bike,standard,north,foggy,12.6,28.78,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000024,no,delivered,5,149.34,4.0,24,0,0,0,0
7002.0,dhl,pharmacy,bike,two day,west,stormy,110.7,1.2,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000016,no,delivered,5,557.1,9.0,16,0,0,0,0
7003.0,ecom express,automobile parts,scooter,standard,east,clear,216.1,14.53,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000024,no,delivered,5,1124.09,7.0,24,0,0,0,0
7004.0,shadowfax,groceries,ev bike,express,west,rainy,98.1,36.03,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000003,yes,failed,1,648.59,6.0,3,0,0,1,1
7005.0,dhl,cosmetics,ev van,standard,west,foggy,73.1,16.4,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000024,no,delivered,5,414.7,6.0,24,0,0,0,0
7006.0,delhivery,documents,ev bike,same day,north,stormy,240.7,11.1,1970-01-01 00:00:00.000000015,1970-01-01 00:00:00.000000008,yes,delayed,3,1336.8,15.0,8,0,1,1,1
7007.0,shadowfax,automobile parts,truck,standard,north,rainy,74.8,40.05,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000024,no,delivered,5,494.15,7.0,24,0,0,0,0
7008.0,shadowfax,electronics,ev bike,standard,west,foggy,61.9,48.95,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000024,no,delivered,4,456.35,3.0,24,0,0,0,0
7009.0,ecom express,cosmetics,scooter,express,east,rainy,208.6,2.78,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000006,yes,delayed,3,1101.34,9.0,6,0,1,1,1
7010.0,xpressbees,electronics,bike,standard,south,rainy,208.0,5.68,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000024,no,delivered,5,1057.04,8.0,24,0,0,0,0
7011.0,delhivery,fragile items,truck,express,central,foggy,3.6,8.23,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000002,yes,failed,1,95.6674,5.0,2,0,0,1,1
7012.0,shadowfax,automobile parts,truck,express,central,stormy,169.1,5.63,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000005,yes,delayed,2,912.39,7.0,5,0,1,1,1
7013.0,xpressbees,fragile items,ev bike,two day,south,cold,19.9,7.15,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000016,no,delivered,5,120.95,1.0,16,0,0,0,0
7014.0,fedex,fragile items,scooter,same day,south,clear,273.0,0.86,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000008,yes,delayed,2,1467.58,8.0,8,0,1,1,0
7015.0,dhl,furniture,ev van,express,north,rainy,221.8,13.01,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000006,yes,delayed,3,1198.03,9.0,6,0,1,1,1
7016.0,amazon logistics,documents,van,same day,east,clear,220.7,15.15,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000008,no,delivered,3,1248.95,6.0,8,0,0,0,0
7017.0,shadowfax,automobile parts,van,standard,west,rainy,222.3,23.25,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000024,no,delivered,3,1181.25,11.0,24,0,0,0,0
7018.0,xpressbees,furniture,ev van,standard,south,foggy,56.4,12.53,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000024,no,delivered,5,319.59,4.0,24,0,0,0,0
7019.0,fedex,fragile items,truck,standard,north,cold,32.7,14.8,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000024,no,delivered,4,207.9,1.0,24,0,0,0,0
7020.0,ekart,cosmetics,bike,two day,north,rainy,135.2,2.97,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000016,no,delivered,3,684.91,9.0,16,0,0,0,0
7021.0,fedex,cosmetics,scooter,same day,south,hot,210.1,45.9,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000008,no,delivered,3,1288.2,5.0,8,0,0,0,0
7022.0,ecom express,groceries,truck,two day,west,hot,297.1,6.02,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000016,no,delivered,4,1507.56,6.0,16,0,0,0,0
7023.0,shadowfax,groceries,scooter,two day,south,rainy,84.3,11.4,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000016,no,delivered,4,455.7,6.0,16,0,0,0,0
7024.0,xpressbees,groceries,bike,standard,west,rainy,272.7,13.36,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000024,no,delivered,5,1403.58,8.0,24,0,0,0,0
7025.0,blue dart,pharmacy,scooter,standard,central,hot,24.0,42.46,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000024,no,delivered,3,247.38,1.0,24,0,0,0,0
7026.0,ecom express,cosmetics,truck,two day,central,clear,91.0,23.45,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000016,no,delivered,5,525.35,2.0,16,0,0,0,0
7027.0,ekart,clothing,bike,same day,south,hot,123.8,17.11,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000008,no,delivered,5,770.33,4.0,8,0,0,0,0
7028.0,ecom express,documents,truck,same day,east,clear,106.8,15.73,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000008,no,delivered,3,681.19,4.0,8,0,0,0,0
7029.0,fedex,electronics,ev bike,standard,west,stormy,250.2,25.88,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000024,no,delivered,4,1328.64,7.0,24,0,0,0,0
7030.0,ecom express,furniture,van,same day,north,hot,131.6,5.36,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000008,no,delivered,5,774.08,4.0,8,0,0,0,0
